pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,X,Y,Energy,Metallicity
4,9.84564,0.00052,-0.00051,0,0.16233,0.004533,-0.00443,0,0.15,0.019,-0.051,0,90,0.68592,-1.3,0,0.01605,0.00535,-0.00346,0,0.307,0.018,-0.027,0,0.71,0.33,-0.2,0,1,1,0,1,298.318356,47.279495,1621.5283423003414,29.62,-29.406,0,15.344,0.109357143,0,0,3678.278598826537,79.373,-80.6307,0,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,2801,3886,1.023042273042273,1.06
4,14.78869,0.0003,-0.00027,0,0.16233,0.004533,-0.00443,0,0.037,0.018,-0.017,0,87.94,0.32,-0.26,0,0.02517,0.00472,-0.00409,0,0.467,0.023,-0.04,0,0.31,0.12,-0.07,0,1,1,0,1,298.318356,47.279495,815.7843886216563,29.62,-29.406,0,15.344,0.109357143,0,0,4659.186358958869,79.373,-80.6307,0,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,2801,3904,1.0923423423423424,1.06
3,6.2385,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,48.895503161958985,0.68592,-0.8982,0,0.0302,0.01321,-0.01321,0,0.242,0.004,-0.004,0,2.5,1.1,-1.1,0,1,1,0,1,286.638393,39.487894,371.95429595496864,29.62,-29.406,0,10.734,0.109357143,0,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2811,3884,1.0862785862785862,0.45454545454545453
4,12.28,0.0003,-0.0003,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,19.516620353761077,0.68592,-0.8982,0,0.01611,0.00205,-0.00192,0,0.248,0.01,-0.01,0,1.26,0.21,-0.19,0,1,1,0,2,284.940997,46.56654,508.67973788349036,29.62,-29.406,0,15.473,0.109357143,0,0,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2820,3880,0.6781011781011781,0.2290909090909091
4,17.2559,0.0006,-0.0006,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,27.92547649391232,0.68592,-0.8982,0,0.01951,0.00205,-0.00205,0,0.243,0.011,-0.011,0,1.61,0.27,-0.22,0,1,1,0,2,284.940997,46.56654,1547.9589234694936,29.62,-29.406,0,15.473,0.109357143,0,0,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,2857,3903,0.6781011781011781,0.2927272727272727
3,34.545,0.0005,-0.0005,0,0.21,0.01,-0.01,0,0.088245,0.03596,-0.03211,0,89.59,0.3,-0.48,0,0.023,0.021,-0.021,0,0.192,0.009,-0.009,0,4.1,3.9,-3.9,0,1,1,0,1,297.465344,42.88285,700,14,-14,0,13.956,0.109357143,0,0,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,1,0.02,-0.02,0,0,2801,3902,1.0377685377685377,0.7454545454545454
2,10.4208,0.0009,-0.0008,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,63.51664622125462,0.68592,-0.8982,0,0.02341,0.00286,-0.00274,0,0.217,0.008,-0.008,0,2.62,0.38,-0.34,0,1,1,0,2,297.795132,40.417703,526.3943030626624,29.62,-29.406,0,14.072,0.109357143,0,0,5367,94,-94,0,0,0.91,0.03,-0.03,0,0,0.81,0.02,-0.02,0,0,2810,3892,0.9298336798336798,0.4763636363636364
2,13.0729,0.0012,-0.0012,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,75.60257469678379,0.68592,-0.8982,0,0.01145,0.00205,-0.00182,0,0.196,0.006,-0.006,0,1.74,0.3,-0.3,0,1,1,0,2,297.795132,40.417703,917.5749361636558,29.62,-29.406,0,14.072,0.109357143,0,0,5367,94,-94,0,0,0.91,0.03,-0.03,0,0,0.81,0.02,-0.02,0,0,2810,3909,0.9298336798336798,0.31636363636363635
2,16.23855,0.00038,-0.00054,0,0.1283,0.0016,-0.0016,0,0.033,0.03596,-0.03211,1,89.98,0.54,-0.53,0,0.025,0.002,-0.001,0,0.328,0.005,-0.005,0,0.89,0.07,-0.05,0,1,1,0,1,291.250191,49.231827,470,29.62,-29.406,0,11.866,0.109357143,0,0,5911,66,-66,0,0,1.07,0.04,-0.04,0,0,1.63,0.02,-0.02,0,0,2801,3892,1.024081774081774,0.16181818181818183
2,2.42629,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,1,20.688235452552448,0.68592,-0.8982,0,0.02,0.004,-0.004,0,0.128,0.003,-0.003,0,11.82,2.7,-2.7,0,0,1,0,1,291.848044,44.968224,15.327598542276021,29.62,-29.406,0,12.52,0.109357143,0,0,5538,75,-75,0,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0,2801,3873,0.9594594594594594,2.149090909090909
1,3.0240949,0.0000006,-0.0000006,0,0.046,0.0026,-0.0025,0,0.088245,0.03596,-0.03211,1,84.646,0.107,-0.091,0,3.23,0.26,-0.26,0,1.219,0.065,-0.064,0,5,7,-5,0,0,1,0,1,285.240856,46.668255,1950,250,-250,0,13.958,0.109357143,0,0,6041,143,-143,0,0,1.32,0.09,-0.09,0,0,1.42,0.07,-0.07,0,0,2808,3953,1.0466042966042965,0.9090909090909091
2,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,88.17,0.61,-0.33,0,5.41,0.32,-0.18,0,1.145,0.036,-0.039,0,4.46,0.37,-0.29,0,0,1,0,1,293.282206,48.2859,870,20,-20,0,12.465,0.06,0,0,4995,78,-78,0,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0,2802,3909,0.8653846153846154,0.8109090909090909
2,10.57375339,0.00000777,-0.00000777,0,0.0954,0.0012,-0.0012,0,0,0.03596,-0.03211,0,87.09,0.203,-0.203,0,0.02152,0.0044,-0.0044,0,0.211,0.012,-0.012,0,2.76,0.73,-0.73,0,0,1,0,1,287.478529,38.228866,1003.4191927314769,29.62,-29.406,0,11.57,0.109357143,0,0,5701,34,-34,0,0,1.03,0.04,-0.03,0,0,1.07,0.01,-0.01,0,0,2803,3914,0.9876992376992377,0.5018181818181818
4,4.778,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,32.78758396170534,0.68592,-0.8982,0,0.0124,0.00661,-0.00661,0,0.168,0.009,-0.009,0,3.23,1.84,-1.84,0,1,1,0,1,299.139212,40.94902,852.1250870330856,29.62,-29.406,0,13.04,0.109357143,0,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,2830,3892,0.8998613998613999,0.5872727272727273
4,9.67395,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,39.52960758984952,0.68592,-0.8982,0,0.04597,0.00724,-0.00724,0,0.242,0.012,-0.012,0,4.01,0.91,-0.91,0,1,1,0,1,299.139212,40.94902,1730.4166875779285,29.62,-29.406,0,13.04,0.109357143,0,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,2856,3918,0.8998613998613999,0.729090909090909
4,42.8961,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,44.54031492692344,0.68592,-0.8982,0,0.025,0.0145,-0.0145,0,0.182,0.01,-0.01,0,5.08,3.12,-3.12,0,0,1,0,1,299.139212,40.94902,1888.2413755422629,29.62,-29.406,0,13.04,0.109357143,0,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,2856,3928,0.8998613998613999,0.9236363636363637
3,130.194,0.005,-0.002,0,0.509,0.02,-0.02,0,0.008,0.011,-0.008,0,66.9835790184266,0.68592,-0.8982,0,0.024,0.003,-0.003,0,0.865,0.045,-0.045,0,0.046,0.009,-0.009,0,1,1,0,1,296.479776,49.937683,1881.1933417907437,29.62,-29.406,0,14.669,0.109357143,0,0,6018,107,-107,0,0,1.04,0.12,-0.12,0,0,0.94,0.5,-0.5,0,0,2831,3945,1.0426195426195426,0.008363636363636363
3,7.1334,0.0001,-0.0001,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,34.048821706827255,0.68592,-0.8982,0,0.01318,0.00176,-0.00164,0,0.153,0.012,-0.012,0,4.62,1.4,-1.1,0,1,1,0,1,288.961242,42.265011,1536.4533673405185,29.62,-29.406,0,13.959,0.109357143,0,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,2853,3908,1.023042273042273,0.84
3,8.9187,0.0002,-0.0002,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,76.95114319994025,0.68592,-0.8982,0,0.01211,0.00255,-0.00255,0,0.17,0.013,-0.013,0,3.06,1.14,-0.86,0,1,1,0,1,288.961242,42.265011,927.8540333114646,29.62,-29.406,0,13.959,0.109357143,0,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,2809,3910,1.023042273042273,0.5563636363636364
3,11.8981,0.0002,-0.0002,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,43.32406604791301,0.68592,-0.8982,0,0.01309,0.00264,-0.00236,0,0.178,0.014,-0.014,0,2.91,1.03,-0.78,0,1,1,0,1,288.961242,42.265011,1664.1498282100715,29.62,-29.406,0,13.959,0.109357143,0,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,2851,3920,1.023042273042273,0.5290909090909092
3,5.39875,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,67.22899022225648,0.68592,-0.8982,0,0.01878,0.00535,-0.00535,0,0.208,0.002,-0.002,0,2.6,0.74,-0.74,0,0,1,0,1,291.032305,49.040272,135,10,-10,0,9.99,0.18,0,0,5793,74,-74,0,0,1.08,0.05,-0.05,0,0,1.24,0.02,-0.02,0,0,2803,3878,1.0036382536382535,0.4727272727272727
1,0.355,0.0004,-0.0004,0,0.16233,0.004533,-0.00443,0,0,0.03596,-0.03211,0,79,9,-14,0,0.006,0.001,-0.001,0,0.105,0.014,-0.008,0,5.57,3.02,-1.31,0,0,1,0,2,293.74169,44.44833,411.9014894967535,29.62,-29.406,0,11.551,0.109357143,0,0,5058,50,-50,0,0,0.76,0.05,-0.05,0,0,0.74,0.03,-0.04,0,0,2804,3889,0.8762993762993763,1.0127272727272727
4,27.4029,0.0008,-0.0006,0,0.187,0.002,-0.003,0,0.03,0.027,-0.021,0,89.48,0.07,-0.09,0,0.019,0.006,-0.0072,0,0.332,0.007,-0.007,0,0.62,0.2,-0.25,0,1,1,0,1,300.517131,44.38158,1562.550894498842,29.62,-29.406,0,13.914,0.109357143,0,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,2801,3937,1.0696465696465696,0.11272727272727273
4,52.0902,0.0009,-0.001,0,0.287,0.004,-0.004,0,0.025,0.059,-0.023,0,89.93,0.07,-0.03,0,0.019,0.0066,-0.005,0,0.639,0.012,-0.014,0,0.09,0.03,-0.02,0,1,1,0,1,300.517131,44.38158,1888.3265862244814,29.62,-29.406,0,13.914,0.109357143,0,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,2801,3951,1.0696465696465696,0.01636363636363636
5,7.05246,0.0002,-0.00022,0,0.0648,0.0009,-0.0009,0,0.088245,0.03596,-0.03211,1,89.34,0.46,-0.62,0,0.0218,0.0033,-0.0022,0,0.238,0.009,-0.009,0,1.38,0.24,-0.17,0,1,1,0,1,296.112564,39.978779,357,29.62,-29.406,0,14.804,0.109357143,0,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,2801,3887,0.7865557865557865,0.2509090909090909
5,9.52355,0.00041,-0.00029,0,0.0792,0.0011,-0.0011,0,0.088245,0.03596,-0.03211,1,89.33,0.47,-0.57,0,0.02121,0.00387,-0.00271,0,0.244,0.011,-0.009,0,1.22,0.23,-0.18,0,1,1,0,1,296.112564,39.978779,357,29.62,-29.406,0,14.804,0.109357143,0,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,2801,3887,0.7865557865557865,0.2218181818181818
5,3.07222,0.00006,-0.00004,0,0.0372,0.0005,-0.0005,0,0.088245,0.03596,-0.03211,1,88.35,1.12,-1.51,0,0.02124,0.00217,-0.0016,0,0.136,0.008,-0.006,0,7.04,1.06,-1.06,0,1,1,0,1,296.112564,39.978779,357,29.62,-29.406,0,14.804,0.109357143,0,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,2801,3887,0.7865557865557865,1.28
5,4.64489,0.0002,-0.00019,0,0.0491,0.0007,-0.0007,0,0.088245,0.03596,-0.03211,1,88.79,0.84,-1.07,0,0.01299,0.00255,-0.00299,0,0.143,0.007,-0.006,0,3.75,0.89,-0.97,0,1,1,0,1,296.112564,39.978779,357,29.62,-29.406,0,14.804,0.109357143,0,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,2801,3887,0.7865557865557865,0.6818181818181818
2,191.2318,0.0015,-0.0015,0,0.676,0.037,-0.04,0,0.039,0.012,-0.012,0,89.588,0.031,-0.027,0,0.02,0.003,-0.003,0,0.548,0.026,-0.026,0,0.152,0.019,-0.019,0,0,1,0,1,297.916877,46.96513,585.5676468266266,29.62,-29.406,0,14.6,0.109357143,0,0,5600,50,-50,0,0,1.1,0.05,-0.05,0,0,1.82,0.04,-0.04,0,0,2801,3897,0.9702009702009702,0.027636363636363636
1,16.2385,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,16.165545187905046,0.68592,-0.8982,0,0.027,0.011,-0.011,0,0.238,0.02,-0.02,0,2.26,1.11,-1.11,0,0,1,0,1,297.069643,40.525141,1920.3758852780525,29.62,-29.406,0,10.297,0.109357143,0,0,5690,73,-73,0,0,1,0.06,-0.06,0,0,1.02,0.09,-0.09,0,0,2877,3895,0.9857934857934858,0.4109090909090909
2,2.58664,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,87.67300456118589,0.68592,-0.8982,0,0.011,0.006,-0.006,0,0.132,0.012,-0.012,0,5.44,3.48,-3.48,0,0,1,0,1,287.326624,48.673431,986.2541825736633,29.62,-29.406,0,12.872,0.109357143,0,0,5779,74,-74,0,0,0.94,0.06,-0.06,0,0,0.98,0.09,-0.09,0,0,2802,3913,1.001212751212751,0.9890909090909091
1,1.54168,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,16.935356195177445,0.68592,-0.8982,0,0.011,0.005,-0.005,0,0.178,0.02,-0.02,0,2.18,1.21,-1.21,0,0,1,0,1,285.661662,37.964506,345.60916493491106,29.62,-29.406,0,12.899,0.109357143,0,0,5539,73,-73,0,0,0.99,0.06,-0.06,0,0,1.11,0.12,-0.12,0,0,2814,3877,0.9596327096327096,0.3963636363636364
1,4.60358,0.00057,-0.000539,0,0.16233,0.004533,-0.00443,0,0.088245,0.03596,-0.03211,0,89.52158063556278,0.68592,-0.8982,0,0.019,0.004,-0.004,0,0.132,0.007,-0.007,0,10.9,2.82,-2.82,0,0,1,0,1,297.354004,41.300049,1017.319046868722,29.62,-29.406,0,12.97,0.109357143,0,0,4782,129,-129,0,0,0.79,0.06,-0.06,0,0,0.73,0.04,-0.04,0,0,2801,3915,0.8284823284823285,1.981818181818182
1,3.0927616,0.0000112,-0.0000112,0,0.03781,0.00067,-0.00047,0,0.088245,0.03596,,0,88.49,0.22,-0.17,0,3.15,0.13,-0.11,0,1.08,0.02,-0.02,0,4.14,0.27,-0.27,0,0,0,0,0,348.992912,31.462852,90,20,-20,0,12.7,0.109357143,0,0,4675,100,-80.6307,0,0,0.75,0.04,-0.054705882,0,0,0.7,0.01,-0.061029412,0,0,2801,3876,0.8099445599445599,0.7527272727272727
1,2.243752,0.00001,-0.00001,0,0.036,0.001,-0.001,0,0.091,0.003,-0.003,0,84.32,0.67,-0.57,0,7.341,0.508,-0.496,0,1.281,0.075,-0.082,0,4.656,0.846,-0.658,0,0,0,0,1,218.276477,21.894714,160,20,-20,0,9.75,0.109357143,0,0,6475,100,-80.6307,0,0,1.21,0.13,-0.054705882,0,0,1.31,0.07,-0.061029412,0,0,2801,3879,1.1217948717948718,0.8465454545454545
4,0.789636,0.000017,-0.000017,0,0.0173,0.0038,-0.0038,0,0.03,0.036,-0.02,0,86.2,2.1,-2.1,0,0.02863,0.0173,-0.01133,0,0.162,0.036,-0.036,0,8.5,3.2,-3.2,0,0,0,1,1,331.203047,-12.018885,200,30,-30,0,11.9,0.109357143,0,0,5576,68,-68,0,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0,2801,3881,0.966042966042966,1.5454545454545454